"","ResponseId","Employment","LearnCode","YearsCode","Gender","WorkExp","EdLevel","Country","Age","Ethnicity"
"59716",59716,"Employed","Bootcamp","10","Man",7,"Bachelor degree","United States of America","Prefer not to say","Multiracial"
"59717",59717,"Employed","University","41","Man",39,"Master's degree","United States of America","55-64 years old","White"
"59721",59721,"Employed","University","3","Man",1,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"59722",59722,"Employed","Other","10","Man",10,"Bachelor degree","United States of America","25-34 years old","White"
"59723",59723,"Employed","University","23","Man",16,"Master's degree","United States of America","35-44 years old","Multiracial"
"59729",59729,"Employed","Online Course","22","Man",22,"Master's degree","Australia","35-44 years old","European"
"59730",59730,"Employed","University","9","Man",2,"Bachelor degree","Mexico","25-34 years old","Multiracial"
"59731",59731,"Employed","University","6","Man",6,"Bachelor degree","China","25-34 years old","Asian"
"59735",59735,"Employed","University","22","Man",20,"Bachelor degree","United States of America","35-44 years old","White"
"59738",59738,"Employed","Online Course","13","Man",15,"Bachelor degree","Australia","25-34 years old","Multiracial"
"59739",59739,"Employed","University","13","Man",11,"Other","United States of America","35-44 years old","Multiracial"
"59741",59741,"Employed","Online Course","7","Man",15,"Master's degree","United States of America","35-44 years old","White"
"59748",59748,"Employed","Online Course","20","Man",10,"Other","United States of America","45-54 years old","White"
"59749",59749,"Employed","University","14","Man",14,"Bachelor degree","United States of America","35-44 years old","White"
"59753",59753,"Employed","Online Course","35","Man",15,"Bachelor degree","Australia","35-44 years old","Other"
"59754",59754,"Employed","Bootcamp","6","Man",2,"Bachelor degree","Argentina","25-34 years old","Multiracial"
"59755",59755,"Employed","Online Course","9","Woman",3,"Bachelor degree","South Korea","25-34 years old","Multiracial"
"59756",59756,"Employed","Online Course","5","Man",10,"Bachelor degree","Viet Nam","35-44 years old","Asian"
"59758",59758,"Employed","University","32","Man",20,"Bachelor degree","New Zealand","35-44 years old","European"
"59759",59759,"Employed","Online Course","22","Man",22,"Other","United States of America","35-44 years old","White"
"59761",59761,"Employed","University","15","Man",5,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59762",59762,"Employed","University","21","Man",18,"Doctoral degree","United States of America","35-44 years old","White"
"59763",59763,"Employed","University","6","Man",3,"Bachelor degree","Cuba","18-24 years old","Multiracial"
"59768",59768,"Employed","University","9","Man",5,"Bachelor degree","Viet Nam","25-34 years old","Multiracial"
"59769",59769,"Employed","Online Course","20","Man",25,"Other","Russian Federation","35-44 years old","White"
"59775",59775,"Other","Online Course","24","Man",20,"Secondary school","Brazil","45-54 years old","Multiracial"
"59776",59776,"Employed","University","18","Man",14,"Bachelor degree","United States of America","25-34 years old","White"
"59779",59779,"Employed","Bootcamp","11","Man",10,"Other","Uruguay","25-34 years old","Multiracial"
"59781",59781,"Employed","University","17","Man",15,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59782",59782,"Employed","University","15","Man",12,"Other","Colombia","25-34 years old","Multiracial"
"59784",59784,"Employed","University","25","Man",14,"Master's degree","Singapore","35-44 years old","Asian"
"59785",59785,"Employed","University","15","Man",11,"Bachelor degree","United States of America","25-34 years old","Indian"
"59786",59786,"Employed","University","3","Man",3,"Bachelor degree","Canada","25-34 years old","Indian"
"59793",59793,"Employed","University","5","Man",0,"Bachelor degree","China","18-24 years old","Asian"
"59794",59794,"Employed","University","16","Man",9,"Master's degree","United States of America","25-34 years old","Multiracial"
"59795",59795,"Employed","University","14","Man",9,"Master's degree","Canada","25-34 years old","Multiracial"
"59800",59800,"Employed","University","13","Woman",4,"Other","United States of America","25-34 years old","Multiracial"
"59801",59801,"Employed","University","14","Man",2,"Doctoral degree","United States of America","25-34 years old","Multiracial"
"59802",59802,"Employed","University","7","Man",3,"Bachelor degree","Indonesia","18-24 years old","Multiracial"
"59803",59803,"Employed","Online Course","5","Man",30,"Bachelor degree","United States of America","45-54 years old","White"
"59804",59804,"Employed","Online Course","10","Man",7,"Other","Iran, Islamic Republic of...","25-34 years old","Multiracial"
"59805",59805,"Employed","Other","6","Man",4,"Master's degree","United States of America","25-34 years old","Asian"
"59815",59815,"Employed","University","40","Man",30,"Master's degree","United States of America","45-54 years old","Asian"
"59817",59817,"Employed","University","21","Man",17,"Bachelor degree","India","35-44 years old","Indian"
"59818",59818,"Employed","University","18","Man",8,"Bachelor degree","Mexico","25-34 years old","Multiracial"
"59822",59822,"Other","University","25","Man",22,"Master's degree","Australia","35-44 years old","European"
"59823",59823,"Employed","University","25","Man",25,"Professional degree","Russian Federation","45-54 years old","Other"
"59824",59824,"Employed","University","13","Man",10,"Bachelor degree","Sri Lanka","35-44 years old","Multiracial"
"59825",59825,"Employed","University","10","Man",3,"Other","Brazil","25-34 years old","Multiracial"
"59827",59827,"Employed","University","6","Man",3,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59829",59829,"Employed","Bootcamp","5","Man",5,"Bachelor degree","India","25-34 years old","Indian"
"59832",59832,"Employed","University","8","Man",3,"Bachelor degree","New Zealand","25-34 years old","Multiracial"
"59836",59836,"Employed","University","7","Man",8,"Bachelor degree","India","25-34 years old","Multiracial"
"59838",59838,"Employed","University","18","Woman",1,"Master's degree","Pakistan","18-24 years old","Multiracial"
"59842",59842,"Employed","Online Course","10","Man",5,"Associate degree","Pakistan","18-24 years old","Multiracial"
"59844",59844,"Employed","University","10","Man",7,"Bachelor degree","New Zealand","25-34 years old","Other"
"59845",59845,"Employed","Other","25","Man",21,"Master's degree","Estonia","65 years or older","European"
"59847",59847,"Employed","Online Course","18","Man",23,"Other","Brazil","35-44 years old","Multiracial"
"59852",59852,"Employed","University","9","Man",5,"Bachelor degree","Bangladesh","25-34 years old","Multiracial"
"59854",59854,"Employed","University","4","Man",1,"Bachelor degree","India","18-24 years old","Multiracial"
"59857",59857,"Employed","University","10","Man",6,"Other","Australia","25-34 years old","Multiracial"
"59859",59859,"Employed","University","13","Man",5,"Bachelor degree","United States of America","25-34 years old","White"
"59860",59860,"Employed","Bootcamp","7","Man",6,"Bachelor degree","India","25-34 years old","Multiracial"
"59864",59864,"Employed","Online Course","5","Man",4,"Bachelor degree","India","25-34 years old","Indian"
"59865",59865,"Employed","University","22","Man",13,"Bachelor degree","United States of America","35-44 years old","White"
"59869",59869,"Employed","University","8","Man",3,"Bachelor degree","Mongolia","18-24 years old","Multiracial"
"59871",59871,"Employed","University","5","Man",5,"Secondary school","Indonesia","18-24 years old","Multiracial"
"59873",59873,"Employed","Online Course","17","Man",15,"Professional degree","Switzerland","35-44 years old","White"
"59876",59876,"Employed","University","5","Man",1,"Bachelor degree","India","18-24 years old","Indian"
"59877",59877,"Employed","University","16","Man",12,"Master's degree","Bangladesh","25-34 years old","Multiracial"
"59878",59878,"Employed","Other","25","Man",12,"Bachelor degree","Australia","35-44 years old","Multiracial"
"59879",59879,"Employed","University","5","Man",2,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"59880",59880,"Employed","University","6","Man",2,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"59881",59881,"Employed","University","8","Man",6,"Bachelor degree","Turkey","25-34 years old","White"
"59882",59882,"Employed","University","24","Man",27,"Bachelor degree","Australia","45-54 years old","Multiracial"
"59884",59884,"Employed","University","12","Man",3,"Master's degree","India","18-24 years old","Multiracial"
"59886",59886,"Employed","University","3","Man",3,"Bachelor degree","India","25-34 years old","Indian"
"59888",59888,"Employed","University","17","Man",14,"Bachelor degree","Brazil","35-44 years old","Multiracial"
"59891",59891,"Employed","Online Course","7","Man",5,"Bachelor degree","China","25-34 years old","Multiracial"
"59893",59893,"Employed","University","13","Man",9,"Master's degree","Singapore","25-34 years old","Asian"
"59897",59897,"Employed","Other","8","Man",8,"Bachelor degree","India","25-34 years old","Indian"
"59898",59898,"Employed","University","4","Man",1,"Bachelor degree","Peru","18-24 years old","Multiracial"
"59899",59899,"Employed","Online Course","10","Man",5,"Bachelor degree","India","25-34 years old","Indian"
"59900",59900,"Employed","University","7","Man",1,"Bachelor degree","India","18-24 years old","Indian"
"59901",59901,"Other","University","20","Man",6,"Other","Mexico","35-44 years old","Multiracial"
"59902",59902,"Employed","Bootcamp","3","Man",1,"Bachelor degree","Pakistan","25-34 years old","Asian"
"59905",59905,"Employed","Online Course","5","Man",4,"Other","India","18-24 years old","Multiracial"
"59907",59907,"Employed","Online Course","20","Man",20,"Other","Brazil","35-44 years old","Multiracial"
"59908",59908,"Employed","Other","6","Man",10,"Master's degree","United States of America","25-34 years old","Multiracial"
"59910",59910,"Employed","Online Course","15","Man",9,"Bachelor degree","India","25-34 years old","Indian"
"59913",59913,"Employed","Online Course","6","Man",8,"Bachelor degree","India","25-34 years old","Multiracial"
"59915",59915,"Employed","Online Course","3","Man",2,"Secondary school","Kazakhstan","18-24 years old","White"
"59918",59918,"Employed","University","5","Man",3,"Bachelor degree","India","25-34 years old","Indian"
"59919",59919,"Other","Bootcamp","16","Man",10,"Master's degree","India","25-34 years old","Indian"
